1; Version of this save/restore protocol for data sets
22 ; Number of samples in this data-set
1 ; Length of each input data vector
1 ; Length of each output data vector
0, 0.00000000000, OK, -2.757004600, -0.325177300
1, 1.00000000000, OK, -2.592866100, -0.461601100
2, 2.00000000000, OK, -2.402820600, -0.603380600
3, 3.00000000000, OK, -2.188766800, -0.735056000
4, 4.00000000000, OK, -1.952843700, -0.837903300
5, 5.00000000000, OK, -1.697408300, -0.891995400
6, 6.00000000000, OK, -1.425013000, -0.879392400
7, 7.00000000000, OK, -1.138379500, -0.787955600
8, 8.00000000000, OK, -0.840371600, -0.614891100
9, 9.00000000000, OK, -0.533967100, -0.368952200
10, 1.00000000000e1, OK, -0.222227300, -0.070402700
11, 1.10000000000e1, OK, 0.091732900, 0.251604300
12, 1.20000000000e1, OK, 0.404776600, 0.563813400
13, 1.30000000000e1, OK, 0.713775800, 0.834692600
14, 1.40000000000e1, OK, 1.015643300, 1.039819800
15, 1.50000000000e1, OK, 1.307362700, 1.165501600
16, 1.60000000000e1, OK, 1.586019500, 1.209884100
17, 1.70000000000e1, OK, 1.848829200, 1.181597200
18, 1.80000000000e1, OK, 2.093166100, 1.096639300
19, 1.90000000000e1, OK, 2.316588700, 0.974550400
20, 2.00000000000e1, OK, 2.516864800, 0.834876600
21, 2.10000000000e1, OK, 3.110150500, 0.331436900
